ticker,t0,t1,t2,TOL,n,N,runtime,iterations,gap_percentage
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,45,0.3,10.840779066085815,1,9.338522861203435
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,45,0.4,21.777740478515625,2,9.398970850611189
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,45,0.5,10.88404631614685,1,9.401354212656466
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,45,0.6,10.975979804992676,1,9.379321507921654
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,45,0.7,34.83561635017395,3,9.351207633871114
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,50,0.1,1.316025972366333,1,9.288089670416868
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,50,0.2,4.861009120941162,1,9.29526162097524
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,50,0.3,10.699195384979248,1,9.338522861203435
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,50,0.4,13.39784550666809,1,9.343867335476716
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,50,0.5,56.14249277114868,4,9.335833128694414
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,50,0.6,13.992337942123413,1,9.346983376425836
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,50,0.7,63.71729826927185,4,9.331860713367304
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,55,0.1,1.555253505706787,1,9.288089670416868
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,55,0.2,5.70395302772522,1,9.29526162097524
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,55,0.3,12.053796768188477,1,9.338522861203435
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,55,0.4,17.507980585098267,1,9.398740799591621
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,55,0.5,19.523181676864624,1,9.407037828815984
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,55,0.6,17.21121382713318,1,9.379640887875675
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,55,0.7,17.07177495956421,1,9.376616402612887
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,60,0.1,1.3931841850280762,1,9.288089670416868
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,60,0.2,5.27569842338562,1,9.29526162097524
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,60,0.3,11.820969104766846,1,9.338522861203435
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,60,0.4,21.476595401763916,1,9.349408614612027
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,60,0.5,40.20248365402222,2,9.007102938443866
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,60,0.6,20.09003210067749,1,9.36694991981024
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,60,0.7,83.48576951026917,4,9.331895608188095
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,65,0.1,1.3173351287841797,1,9.288089670416868
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,65,0.2,4.827341079711914,1,9.29526162097524
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,65,0.3,10.897540807723999,1,9.338522861203435
