,t0,T1,K1,C1,T2,K2,C2,S0,Adj_S0
0,2018-01-02,2018-04-20,800.0,396.725,2018-07-20,899.9999999999999,309.775,59.45050048828125,1189.010009765625
1,2018-01-02,2018-04-20,1015.0,191.675,2018-07-20,920.0,291.75,59.45050048828125,1189.010009765625
2,2018-01-02,2018-04-20,1025.0,183.02499999999998,2018-07-20,1120.0,135.0,59.45050048828125,1189.010009765625
3,2018-01-02,2018-04-20,1050.0,157.77634096859802,2018-07-20,1130.0,128.72319706751415,59.45050048828125,1189.010009765625
4,2018-01-02,2018-04-20,1080.0,137.85000000000002,2018-07-20,1160.0,110.94999999999999,59.45050048828125,1189.010009765625
5,2018-01-02,2018-04-20,1100.0,122.75,2018-07-20,1200.0,89.875,59.45050048828125,1189.010009765625
6,2018-01-02,2018-04-20,1120.0,108.4,2018-07-20,1210.0,82.29773074855646,59.45050048828125,1189.010009765625
7,2018-01-02,2018-04-20,1140.0,95.0,2018-07-20,1240.0,71.75,59.45050048828125,1189.010009765625
8,2018-01-02,2018-04-20,1160.0,82.49999999999999,2018-07-20,1260.0,63.8,59.45050048828125,1189.010009765625
9,2018-01-02,2018-04-20,1180.0,71.17764281874055,2018-07-20,1280.0,56.525,59.45050048828125,1189.010009765625
10,2018-01-02,2018-04-20,1200.0,61.05,2018-07-20,1360.0,33.849999999999994,59.45050048828125,1189.010009765625
11,2018-01-02,2018-04-20,1240.0000000000002,43.875,2018-07-20,1400.0,25.925,59.45050048828125,1189.010009765625
12,2018-01-02,2018-04-20,1260.0,35.80951106116619,2018-07-20,1440.0,19.75,59.45050048828125,1189.010009765625
13,2018-01-02,2018-04-20,1280.0,30.600000000000005,2018-07-20,1479.9999999999998,14.925,59.45050048828125,1189.010009765625
14,2018-01-02,2018-04-20,1300.0,25.325,2018-07-20,1500.0,12.8134548008115,59.45050048828125,1189.010009765625
15,2018-01-02,2018-04-20,1320.0,20.799999999999997,2018-07-20,1540.0,9.9,59.45050048828125,1189.010009765625
16,2018-01-02,2018-04-20,1380.0,11.5,2018-07-20,1560.0,8.725000000000001,59.45050048828125,1189.010009765625
17,2018-01-02,2018-04-20,1400.0,9.375,2018-07-20,1580.0,7.700000000000001,59.45050048828125,1189.010009765625
18,2018-01-02,2018-04-20,1500.0,3.6749999999999994,2018-07-20,1600.0,6.700000000000001,59.45050048828125,1189.010009765625
19,2018-01-02,2018-04-20,1600.0,1.5699999999999998,2018-07-20,1620.0,5.949999999999999,59.45050048828125,1189.010009765625
20,2018-01-03,2018-04-20,975.0,240.4,2018-07-20,920.0,304.325,60.209999084472656,1204.1999816894531
21,2018-01-03,2018-04-20,1040.0,181.02139100668415,2018-07-20,1020.0,217.55,60.209999084472656,1204.1999816894531
22,2018-01-03,2018-04-20,1050.0,174.58641199453393,2018-07-20,1165.0,115.55000000000003,60.209999084472656,1204.1999816894531
23,2018-01-03,2018-04-20,1055.0,167.7519595179697,2018-07-20,1175.0,109.54882839564877,60.209999084472656,1204.1999816894531
24,2018-01-03,2018-04-20,1075.0,151.825,2018-07-20,1185.0,104.8369589354334,60.209999084472656,1204.1999816894531
25,2018-01-03,2018-04-20,1080.0,147.775,2018-07-20,1190.0,101.6,60.209999084472656,1204.1999816894531
26,2018-01-03,2018-04-20,1100.0,132.10000000000002,2018-07-20,1200.0,95.97816483329929,60.209999084472656,1204.1999816894531
27,2018-01-03,2018-04-20,1120.0,113.2318699904167,2018-07-20,1205.0,92.19448235906769,60.209999084472656,1204.1999816894531
28,2018-01-03,2018-04-20,1140.0,103.07499999999999,2018-07-20,1210.0,91.59899084225817,60.209999084472656,1204.1999816894531
29,2018-01-03,2018-04-20,1160.0,90.025,2018-07-20,1220.0,86.425,60.209999084472656,1204.1999816894531
30,2018-01-03,2018-04-20,1180.0,78.05000000000001,2018-07-20,1240.0000000000002,77.19999999999999,60.209999084472656,1204.1999816894531
31,2018-01-03,2018-04-20,1200.0,67.125,2018-07-20,1279.9999999999998,61.175,60.209999084472656,1204.1999816894531
32,2018-01-03,2018-04-20,1220.0,57.25,2018-07-20,1300.0,54.025000000000006,60.209999084472656,1204.1999816894531
33,2018-01-03,2018-04-20,1239.9999999999998,48.425,2018-07-20,1320.0,47.65000000000001,60.209999084472656,1204.1999816894531
34,2018-01-03,2018-04-20,1260.0000000000002,40.6,2018-07-20,1360.0,36.49573013017081,60.209999084472656,1204.1999816894531
35,2018-01-03,2018-04-20,1300.0,28.1,2018-07-20,1400.0000000000002,28.224999999999998,60.209999084472656,1204.1999816894531
36,2018-01-03,2018-04-20,1320.0,23.15,2018-07-20,1500.0,14.15,60.209999084472656,1204.1999816894531
37,2018-01-03,2018-04-20,1400.0,10.275,2018-07-20,1520.0,11.890439650819177,60.209999084472656,1204.1999816894531
38,2018-01-03,2018-04-20,1420.0,8.425,2018-07-20,1540.0,10.774999999999999,60.209999084472656,1204.1999816894531
39,2018-01-03,2018-04-20,1680.0,1.08,2018-07-20,1600.0,7.225,60.209999084472656,1204.1999816894531
40,2018-01-04,2018-04-20,1000.0,223.35,2018-07-20,920.0,310.2250000000001,60.47949981689453,1209.5899963378906
41,2018-01-04,2018-04-20,1040.0,183.80319736802727,2018-07-20,1020.0,223.275,60.47949981689453,1209.5899963378906
42,2018-01-04,2018-04-20,1050.0,178.62426400675702,2018-07-20,1100.0,153.55683055590202,60.47949981689453,1209.5899963378906
43,2018-01-04,2018-04-20,1055.0,174.2,2018-07-20,1110.0,154.89999999999995,60.47949981689453,1209.5899963378906
44,2018-01-04,2018-04-20,1075.0,156.43163842074418,2018-07-20,1155.0,125.44999999999999,60.47949981689453,1209.5899963378906
45,2018-01-04,2018-04-20,1080.0,153.0856463941207,2018-07-20,1185.0,108.15000000000002,60.47949981689453,1209.5899963378906
46,2018-01-04,2018-04-20,1100.0,138.60264659858962,2018-07-20,1195.0,102.42655534432669,60.47949981689453,1209.5899963378906
47,2018-01-04,2018-04-20,1120.0,121.92500000000001,2018-07-20,1200.0,99.975,60.47949981689453,1209.5899963378906
48,2018-01-04,2018-04-20,1140.0,107.55,2018-07-20,1210.0,94.825,60.47949981689453,1209.5899963378906
49,2018-01-04,2018-04-20,1160.0,94.2,2018-07-20,1220.0,89.69999999999999,60.47949981689453,1209.5899963378906
50,2018-01-04,2018-04-20,1180.0,81.75,2018-07-20,1230.0,80.19659907327721,60.47949981689453,1209.5899963378906
51,2018-01-04,2018-04-20,1200.0,70.4,2018-07-20,1240.0,80.325,60.47949981689453,1209.5899963378906
52,2018-01-04,2018-04-20,1220.0,60.1,2018-07-20,1260.0,71.82712828894304,60.47949981689453,1209.5899963378906
53,2018-01-04,2018-04-20,1240.0,50.95,2018-07-20,1300.0,55.00500416181834,60.47949981689453,1209.5899963378906
54,2018-01-04,2018-04-20,1259.9999999999998,42.8,2018-07-20,1340.0,43.875,60.47949981689453,1209.5899963378906
55,2018-01-04,2018-04-20,1280.0,35.75,2018-07-20,1379.9999999999998,33.75,60.47949981689453,1209.5899963378906
56,2018-01-04,2018-04-20,1300.0,29.625,2018-07-20,1460.0,19.5,60.47949981689453,1209.5899963378906
57,2018-01-04,2018-04-20,1360.0,16.375,2018-07-20,1580.0,8.65,60.47949981689453,1209.5899963378906
58,2018-01-04,2018-04-20,1400.0,10.900000000000002,2018-07-20,1680.0000000000002,4.574999999999999,60.47949981689453,1209.5899963378906
59,2018-01-04,2018-04-20,1500.0,4.075,2018-07-20,1699.9999999999998,4.075,60.47949981689453,1209.5899963378906
60,2018-01-05,2018-04-20,1030.0,210.96294020022162,2018-07-20,699.9999999999999,539.6725924889,61.457000732421875,1229.1400146484375
61,2018-01-05,2018-04-20,1040.0,204.027731190979,2018-07-20,740.0,502.18291744232806,61.457000732421875,1229.1400146484375
62,2018-01-05,2018-04-20,1050.0,194.61916485698845,2018-07-20,800.0,437.53766396035473,61.457000732421875,1229.1400146484375
63,2018-01-05,2018-04-20,1060.0,184.96464770838364,2018-07-20,1000.0,254.875,61.457000732421875,1229.1400146484375
64,2018-01-05,2018-04-20,1075.0,172.075,2018-07-20,1020.0,237.9,61.457000732421875,1229.1400146484375
65,2018-01-05,2018-04-20,1100.0,151.125,2018-07-20,1155.0,136.675,61.457000732421875,1229.1400146484375
66,2018-01-05,2018-04-20,1120.0,135.125,2018-07-20,1180.0,121.075,61.457000732421875,1229.1400146484375
67,2018-01-05,2018-04-20,1140.0,119.9,2018-07-20,1195.0,112.79679183023778,61.457000732421875,1229.1400146484375
68,2018-01-05,2018-04-20,1160.0,105.5,2018-07-20,1200.0,109.45,61.457000732421875,1229.1400146484375
69,2018-01-05,2018-04-20,1180.0,92.19999999999999,2018-07-20,1210.0,103.37981065709967,61.457000732421875,1229.1400146484375
70,2018-01-05,2018-04-20,1200.0,80.20000000000002,2018-07-20,1215.0,101.25,61.457000732421875,1229.1400146484375
71,2018-01-05,2018-04-20,1220.0,68.575,2018-07-20,1220.0,98.63175657038065,61.457000732421875,1229.1400146484375
72,2018-01-05,2018-04-20,1239.9999999999998,58.4,2018-07-20,1230.0,93.45,61.457000732421875,1229.1400146484375
73,2018-01-05,2018-04-20,1260.0,49.349999999999994,2018-07-20,1235.0,90.61979378415951,61.457000732421875,1229.1400146484375
74,2018-01-05,2018-04-20,1280.0,41.4,2018-07-20,1240.0,88.37500000000001,61.457000732421875,1229.1400146484375
75,2018-01-05,2018-04-20,1300.0,34.425,2018-07-20,1300.0,62.575,61.457000732421875,1229.1400146484375
76,2018-01-05,2018-04-20,1320.0,28.5,2018-07-20,1320.0,55.375,61.457000732421875,1229.1400146484375
77,2018-01-05,2018-04-20,1340.0,23.35,2018-07-20,1340.0,48.825,61.457000732421875,1229.1400146484375
78,2018-01-05,2018-04-20,1400.0,12.499999999999998,2018-07-20,1360.0,42.95,61.457000732421875,1229.1400146484375
79,2018-01-05,2018-04-20,1499.9999999999998,4.375,2018-07-20,1620.0,7.375,61.457000732421875,1229.1400146484375
80,2018-01-08,2018-04-20,999.9999999999999,256.67499999999995,2018-07-20,1100.0,188.1,62.34349822998047,1246.8699645996094
81,2018-01-08,2018-04-20,1050.0,209.9871959986192,2018-07-20,1110.0,180.73135830229486,62.34349822998047,1246.8699645996094
82,2018-01-08,2018-04-20,1100.0,166.5900905943176,2018-07-20,1125.0,169.49380844375602,62.34349822998047,1246.8699645996094
83,2018-01-08,2018-04-20,1120.0,149.525,2018-07-20,1130.0,165.47830727618287,62.34349822998047,1246.8699645996094
84,2018-01-08,2018-04-20,1160.0,118.67499999999998,2018-07-20,1155.0,148.625,62.34349822998047,1246.8699645996094
85,2018-01-08,2018-04-20,1180.0,104.25000000000001,2018-07-20,1170.0,138.85000000000002,62.34349822998047,1246.8699645996094
86,2018-01-08,2018-04-20,1200.0,91.30000000000001,2018-07-20,1195.0,120.80839396993451,62.34349822998047,1246.8699645996094
87,2018-01-08,2018-04-20,1220.0,79.05,2018-07-20,1200.0,120.19999999999999,62.34349822998047,1246.8699645996094
88,2018-01-08,2018-04-20,1240.0,67.95,2018-07-20,1220.0,105.5377829536743,62.34349822998047,1246.8699645996094
89,2018-01-08,2018-04-20,1260.0,57.900000000000006,2018-07-20,1230.0,103.22114388689735,62.34349822998047,1246.8699645996094
90,2018-01-08,2018-04-20,1280.0,48.925,2018-07-20,1240.0,97.875,62.34349822998047,1246.8699645996094
91,2018-01-08,2018-04-20,1300.0,41.025,2018-07-20,1260.0,87.82499999999997,62.34349822998047,1246.8699645996094
92,2018-01-08,2018-04-20,1320.0,34.1,2018-07-20,1280.0,78.44999999999999,62.34349822998047,1246.8699645996094
93,2018-01-08,2018-04-20,1340.0,28.199999999999996,2018-07-20,1300.0,69.9,62.34349822998047,1246.8699645996094
94,2018-01-08,2018-04-20,1400.0,15.399999999999999,2018-07-20,1320.0,62.05,62.34349822998047,1246.8699645996094
95,2018-01-08,2018-04-20,1420.0,12.524999999999999,2018-07-20,1340.0000000000002,55.05,62.34349822998047,1246.8699645996094
96,2018-01-08,2018-04-20,1440.0,10.225,2018-07-20,1360.0000000000002,48.52492215785199,62.34349822998047,1246.8699645996094
97,2018-01-08,2018-04-20,1500.0,5.550000000000001,2018-07-20,1400.0,37.474999999999994,62.34349822998047,1246.8699645996094
98,2018-01-08,2018-04-20,1520.0000000000002,4.515858192029013,2018-07-20,1520.0,16.55,62.34349822998047,1246.8699645996094
99,2018-01-08,2018-04-20,1539.9999999999998,3.8,2018-07-20,1600.0,9.55,62.34349822998047,1246.8699645996094
100,2018-01-09,2018-04-20,1050.0,215.4,2018-07-20,680.0,585.1139322820437,62.6349983215332,1252.699966430664
101,2018-01-09,2018-04-20,1100.0,170.68517791434363,2018-07-20,740.0,525.3535369047346,62.6349983215332,1252.699966430664
102,2018-01-09,2018-04-20,1120.0,154.7057593379184,2018-07-20,900.0,367.725,62.6349983215332,1252.699966430664
103,2018-01-09,2018-04-20,1140.0,138.39999999999998,2018-07-20,1035.0,245.45,62.6349983215332,1252.699966430664
104,2018-01-09,2018-04-20,1160.0,123.17500000000001,2018-07-20,1175.0,139.55,62.6349983215332,1252.699966430664
105,2018-01-09,2018-04-20,1180.0,108.67500000000001,2018-07-20,1195.0,127.59948781902578,62.6349983215332,1252.699966430664
106,2018-01-09,2018-04-20,1200.0,95.19999999999999,2018-07-20,1200.0,123.84999999999998,62.6349983215332,1252.699966430664
107,2018-01-09,2018-04-20,1220.0,82.69999999999997,2018-07-20,1210.0,117.10658052672783,62.6349983215332,1252.699966430664
108,2018-01-09,2018-04-20,1240.0,71.325,2018-07-20,1235.0,104.07346483235443,62.6349983215332,1252.699966430664
109,2018-01-09,2018-04-20,1260.0,61.02499999999999,2018-07-20,1240.0,101.10715566950516,62.6349983215332,1252.699966430664
110,2018-01-09,2018-04-20,1280.0,51.699999999999996,2018-07-20,1260.0,91.05,62.6349983215332,1252.699966430664
111,2018-01-09,2018-04-20,1300.0,43.45000000000001,2018-07-20,1280.0,81.5,62.6349983215332,1252.699966430664
112,2018-01-09,2018-04-20,1320.0000000000002,36.275,2018-07-20,1300.0,72.7,62.6349983215332,1252.699966430664
113,2018-01-09,2018-04-20,1340.0,30.025,2018-07-20,1379.9999999999998,44.675,62.6349983215332,1252.699966430664
114,2018-01-09,2018-04-20,1360.0,24.725,2018-07-20,1400.0,38.90635217390438,62.6349983215332,1252.699966430664
115,2018-01-09,2018-04-20,1400.0,16.525,2018-07-20,1440.0,30.075,62.6349983215332,1252.699966430664
116,2018-01-09,2018-04-20,1420.0,13.45,2018-07-20,1500.0000000000002,19.950000000000003,62.6349983215332,1252.699966430664
117,2018-01-09,2018-04-20,1500.0,5.925,2018-07-20,1600.0,10.125,62.6349983215332,1252.699966430664
118,2018-01-09,2018-04-20,1600.0000000000002,2.3899999999999997,2018-07-20,1640.0,7.824999999999999,62.6349983215332,1252.699966430664
119,2018-01-09,2018-04-20,1680.0,1.385,2018-07-20,1660.0,6.95,62.6349983215332,1252.699966430664
120,2018-01-10,2018-04-20,1030.0,235.525,2018-07-20,680.0,585.6392532287053,62.71649932861328,1254.3299865722656
121,2018-01-10,2018-04-20,1040.0,226.35,2018-07-20,740.0,527.4118963357225,62.71649932861328,1254.3299865722656
122,2018-01-10,2018-04-20,1080.0,189.1871492658265,2018-07-20,880.0,388.4,62.71649932861328,1254.3299865722656
123,2018-01-10,2018-04-20,1100.0,172.95,2018-07-20,1050.0,234.87499999999997,62.71649932861328,1254.3299865722656
124,2018-01-10,2018-04-20,1120.0,156.2,2018-07-20,1100.0,193.6170113012522,62.71649932861328,1254.3299865722656
125,2018-01-10,2018-04-20,1140.0,140.35,2018-07-20,1110.0,187.0,62.71649932861328,1254.3299865722656
126,2018-01-10,2018-04-20,1160.0,121.63157087909393,2018-07-20,1150.0,158.10000000000002,62.71649932861328,1254.3299865722656
127,2018-01-10,2018-04-20,1180.0,110.82379788761283,2018-07-20,1200.0,125.6,62.71649932861328,1254.3299865722656
128,2018-01-10,2018-04-20,1200.0,97.05000000000001,2018-07-20,1210.0,119.6,62.71649932861328,1254.3299865722656
129,2018-01-10,2018-04-20,1220.0,84.6,2018-07-20,1230.0,107.77900625525861,62.71649932861328,1254.3299865722656
130,2018-01-10,2018-04-20,1240.0,73.15,2018-07-20,1235.0,106.21955767492051,62.71649932861328,1254.3299865722656
131,2018-01-10,2018-04-20,1260.0,62.725,2018-07-20,1240.0,102.725,62.71649932861328,1254.3299865722656
132,2018-01-10,2018-04-20,1279.9999999999998,53.325,2018-07-20,1260.0,92.4,62.71649932861328,1254.3299865722656
133,2018-01-10,2018-04-20,1300.0,45.0,2018-07-20,1280.0,82.69605443618867,62.71649932861328,1254.3299865722656
134,2018-01-10,2018-04-20,1320.0,37.675,2018-07-20,1300.0,74.025,62.71649932861328,1254.3299865722656
135,2018-01-10,2018-04-20,1340.0,31.300000000000004,2018-07-20,1320.0,65.925,62.71649932861328,1254.3299865722656
136,2018-01-10,2018-04-20,1360.0,25.85,2018-07-20,1340.0,58.475,62.71649932861328,1254.3299865722656
137,2018-01-10,2018-04-20,1400.0,17.375,2018-07-20,1400.0,40.150000000000006,62.71649932861328,1254.3299865722656
138,2018-01-10,2018-04-20,1500.0,6.325,2018-07-20,1439.9999999999998,30.900000000000002,62.71649932861328,1254.3299865722656
139,2018-01-10,2018-04-20,1680.0,1.49,2018-07-20,1500.0000000000002,20.575000000000003,62.71649932861328,1254.3299865722656
140,2018-01-11,2018-04-20,1000.0,284.375,2018-07-20,1160.0,167.075,63.83399963378906,1276.6799926757812
141,2018-01-11,2018-04-20,1080.0,208.33775489921402,2018-07-20,1180.0,153.225,63.83399963378906,1276.6799926757812
142,2018-01-11,2018-04-20,1100.0,191.475,2018-07-20,1195.0,143.325,63.83399963378906,1276.6799926757812
143,2018-01-11,2018-04-20,1120.0,174.54696718633903,2018-07-20,1200.0,140.61079845997264,63.83399963378906,1276.6799926757812
144,2018-01-11,2018-04-20,1140.0,157.525,2018-07-20,1230.0,121.14935307133243,63.83399963378906,1276.6799926757812
145,2018-01-11,2018-04-20,1160.0,140.71297694149845,2018-07-20,1235.0,118.47213241625595,63.83399963378906,1276.6799926757812
146,2018-01-11,2018-04-20,1200.0,111.625,2018-07-20,1240.0,116.59456103856073,63.83399963378906,1276.6799926757812
147,2018-01-11,2018-04-20,1220.0,98.275,2018-07-20,1260.0,104.7,63.83399963378906,1276.6799926757812
