,t0,T1,K1,C1,T2,K2,C2,S0,Adj_S0
0,2018-01-02,2018-03-16,1000.0000000000001,199.75,2018-06-15,720.0,478.4,59.45050048828125,1189.010009765625
1,2018-01-02,2018-03-16,1050.0,154.65,2018-06-15,840.0,360.86036146360146,59.45050048828125,1189.010009765625
2,2018-01-02,2018-03-16,1100.0,113.625,2018-06-15,960.0,251.45,59.45050048828125,1189.010009765625
3,2018-01-02,2018-03-16,1150.0,78.325,2018-06-15,1060.0,169.325,59.45050048828125,1189.010009765625
4,2018-01-02,2018-03-16,1160.0,72.125,2018-06-15,1080.0,154.32911814387938,59.45050048828125,1189.010009765625
5,2018-01-02,2018-03-16,1165.0,68.12130871144066,2018-06-15,1100.0,140.47500000000002,59.45050048828125,1189.010009765625
6,2018-01-02,2018-03-16,1170.0,66.26954095817896,2018-06-15,1140.0,114.475,59.45050048828125,1189.010009765625
7,2018-01-02,2018-03-16,1175.0,63.475,2018-06-15,1160.0,102.95643320402583,59.45050048828125,1189.010009765625
8,2018-01-02,2018-03-16,1180.0,60.625,2018-06-15,1180.0,91.65989686371185,59.45050048828125,1189.010009765625
9,2018-01-02,2018-03-16,1185.0,58.381872829423244,2018-06-15,1200.0,81.425,59.45050048828125,1189.010009765625
10,2018-01-02,2018-03-16,1190.0,54.885730383850294,2018-06-15,1220.0,72.05,59.45050048828125,1189.010009765625
11,2018-01-02,2018-03-16,1200.0,50.5,2018-06-15,1240.0,63.574999999999996,59.45050048828125,1189.010009765625
12,2018-01-02,2018-03-16,1214.9999999999998,43.13370649145296,2018-06-15,1260.0,55.8,59.45050048828125,1189.010009765625
13,2018-01-02,2018-03-16,1219.9999999999998,41.650000000000006,2018-06-15,1279.9999999999998,47.98353464569153,59.45050048828125,1189.010009765625
14,2018-01-02,2018-03-16,1225.0,39.6,2018-06-15,1300.0,42.55,59.45050048828125,1189.010009765625
15,2018-01-02,2018-03-16,1250.0,30.625,2018-06-15,1360.0,27.675,59.45050048828125,1189.010009765625
16,2018-01-02,2018-03-16,1300.0,17.65,2018-06-15,1380.0,23.576929588632208,59.45050048828125,1189.010009765625
17,2018-01-02,2018-03-16,1320.0,14.0,2018-06-15,1500.0,9.649999999999999,59.45050048828125,1189.010009765625
18,2018-01-02,2018-03-16,1340.0,10.975000000000001,2018-06-15,1580.0,5.425,59.45050048828125,1189.010009765625
