,t0,T1,K1,C1,T2,K2,C2,S0,Adj_S0
2088,2018-06-01,2018-06-15,1635.0,25.325000000000003,2018-09-21,1610.0,106.30323080596133,82.0770034790039,1641.5400695800781
2089,2018-06-01,2018-06-15,1640.0,22.5,2018-09-21,1620.0,106.77499999999999,82.0770034790039,1641.5400695800781
2090,2018-06-01,2018-06-15,1644.9999999999998,19.9,2018-09-21,1630.0,101.3961790762273,82.0770034790039,1641.5400695800781
2091,2018-06-01,2018-06-15,1650.0,17.525,2018-09-21,1640.0,95.72199072640284,82.0770034790039,1641.5400695800781
2092,2018-06-01,2018-06-15,1655.0,15.250000000000002,2018-09-21,1650.0,90.5,82.0770034790039,1641.5400695800781
2093,2018-06-01,2018-06-15,1660.0000000000002,13.249999999999998,2018-09-21,1660.0,85.4,82.0770034790039,1641.5400695800781
2094,2018-06-01,2018-06-15,1669.9999999999998,9.8,2018-09-21,1680.0,75.875,82.0770034790039,1641.5400695800781
2095,2018-06-01,2018-06-15,1679.9999999999998,7.175,2018-09-21,1700.0,67.0,82.0770034790039,1641.5400695800781
2096,2018-06-01,2018-06-15,1700.0,3.6000000000000005,2018-09-21,1750.0,47.68281334066624,82.0770034790039,1641.5400695800781
2097,2018-06-01,2018-06-15,1750.0,0.65,2018-09-21,1800.0,33.5,82.0770034790039,1641.5400695800781
2098,2018-06-01,2018-06-15,1760.0,0.5346919021002923,2018-09-21,2000.0,6.45,82.0770034790039,1641.5400695800781
2099,2018-06-01,2018-06-15,1772.5,0.385,2018-09-21,2200.0,1.29,82.0770034790039,1641.5400695800781
2100,2018-06-04,2018-06-15,1560.0,107.875,2018-09-21,1400.0,289.65,83.26349639892578,1665.2699279785156
2101,2018-06-04,2018-06-15,1580.0,88.675,2018-09-21,1520.0,189.775,83.26349639892578,1665.2699279785156
2102,2018-06-04,2018-06-15,1600.0,70.05000000000001,2018-09-21,1540.0,173.9386937918406,83.26349639892578,1665.2699279785156
2103,2018-06-04,2018-06-15,1610.0,61.175,2018-09-21,1550.0,167.5,83.26349639892578,1665.2699279785156
2104,2018-06-04,2018-06-15,1620.0,52.724999999999994,2018-09-21,1560.0,160.39752725474565,83.26349639892578,1665.2699279785156
2105,2018-06-04,2018-06-15,1630.0,44.6,2018-09-21,1600.0,133.125,83.26349639892578,1665.2699279785156
2106,2018-06-04,2018-06-15,1640.0,37.05,2018-09-21,1610.0,126.16686584184409,83.26349639892578,1665.2699279785156
2107,2018-06-04,2018-06-15,1645.0,33.5,2018-09-21,1620.0,120.44999999999999,83.26349639892578,1665.2699279785156
2108,2018-06-04,2018-06-15,1650.0,30.15,2018-09-21,1640.0,108.57499999999999,83.26349639892578,1665.2699279785156
2109,2018-06-04,2018-06-15,1652.5,28.5,2018-09-21,1650.0,102.875,83.26349639892578,1665.2699279785156
2110,2018-06-04,2018-06-15,1655.0,26.975,2018-09-21,1660.0,97.45,83.26349639892578,1665.2699279785156
2111,2018-06-04,2018-06-15,1660.0,24.0,2018-09-21,1670.0,92.37946748950759,83.26349639892578,1665.2699279785156
2112,2018-06-04,2018-06-15,1665.0,21.125,2018-09-21,1680.0000000000002,86.8146345689161,83.26349639892578,1665.2699279785156
2113,2018-06-04,2018-06-15,1670.0,18.6,2018-09-21,1689.9999999999998,82.175,83.26349639892578,1665.2699279785156
2114,2018-06-04,2018-06-15,1675.0,16.275,2018-09-21,1700.0,77.52578094505598,83.26349639892578,1665.2699279785156
2115,2018-06-04,2018-06-15,1680.0,14.125,2018-09-21,1750.0,56.35000000000001,83.26349639892578,1665.2699279785156
2116,2018-06-04,2018-06-15,1684.9999999999998,12.175,2018-09-21,1780.0,45.29120732470627,83.26349639892578,1665.2699279785156
2117,2018-06-04,2018-06-15,1690.0,10.475000000000001,2018-09-21,1800.0000000000002,39.5,83.26349639892578,1665.2699279785156
2118,2018-06-04,2018-06-15,1700.0,7.6,2018-09-21,1860.0,25.049999999999997,83.26349639892578,1665.2699279785156
2119,2018-06-04,2018-06-15,1710.0,5.4,2018-09-21,1999.9999999999998,7.75,83.26349639892578,1665.2699279785156
2120,2018-06-05,2018-06-15,1600.0,100.425,2018-09-21,1480.0,249.77499999999998,84.81749725341797,1696.3499450683594
2121,2018-06-05,2018-06-15,1605.0,95.65,2018-09-21,1490.0,241.45,84.81749725341797,1696.3499450683594
2122,2018-06-05,2018-06-15,1610.0,90.875,2018-09-21,1500.0,231.95086543082877,84.81749725341797,1696.3499450683594
2123,2018-06-05,2018-06-15,1650.0,54.974999999999994,2018-09-21,1530.0,209.27499999999998,84.81749725341797,1696.3499450683594
2124,2018-06-05,2018-06-15,1660.0,46.95,2018-09-21,1570.0,179.10000000000002,84.81749725341797,1696.3499450683594
2125,2018-06-05,2018-06-15,1670.0,39.5,2018-09-21,1580.0,171.875,84.81749725341797,1696.3499450683594
2126,2018-06-05,2018-06-15,1675.0,35.94476966395568,2018-09-21,1600.0,157.875,84.81749725341797,1696.3499450683594
2127,2018-06-05,2018-06-15,1680.0,32.625,2018-09-21,1650.0,125.625,84.81749725341797,1696.3499450683594
