,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,35,34,33,32,31,30,29,28,27,26,24,23,22,21,20,19,18,17,16,64,63,62,60,59,58,57,56,55,54,53,51,50,49,48,47,46,45,44,43,42,41,40,39,37,36,25,119,118,117,116,115,114,112,111,109,108,107,106,105,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,76,75,74,73,72,71,70,69,68,67,66,65,61,52,38,77,136,135,134,133,131,130,129,128,127,126,125,124,123,122,121,120,113,104,174,173,172,171,170,169,168,167,166,165,164,163,162,161,160,159,158,157,156,155,154,153,152,151,150,148,147,146,145,144,143,142,141,140,139,138,137,132,110,149,220,218,217,216,215,211,210,208,207,205,204,203,202,201,200,198,197,195,194,193,192,191,190,189,188,187,186,185,184,183,182,181,179,178,177,176,175,180
AMZN_20191101_20191129,0.0189125595943447,0.0192932362471624,0.0179920023663699,0.017373261151536,0.0197794780346209,0.0178350190941157,0.0179179096519376,0.019287674947758,0.0199453306502738,0.0209228580158867,0.0159898668315265,0.0147033909951175,0.0149275636842192,0.0148710230086298,0.014784044398089,0.0130869158622927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNJ_20190524_20190621,0.0247073019295421,0.0272177622309204,0.02497071302509,0.0269977312593844,0.0272307839600458,0.0185784100373972,0.0091835682346378,0.02646952586591,0.0236219726750174,0.0224879853219048,0.0217530056339927,0.0241430558950719,0.0267081450029381,0.0240487560507722,0.0261078971517569,0.0265765982435461,0.0239387962411242,0.0243070911477897,0.0227595378241282,0.0230999278721732,0.0258490022316797,0.0249959753161897,0.0260814530131641,0.026925174901386,0.0271113793623709,0.0258186744131545,0.0266698387317962,0.0254967793525315,0.0170123054228911,0.0214584877804547,0.0240597262241274,0.0267172507537225,0.0249837406625918,0.0255202011307826,0.0231456581233946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG_20180713_20180810,,,,,,,0.0049888427888983,,,0.010416478225306,0.0136978659963969,0.0067224822068477,0.0139625899804466,0.013826470965515,0.0138853061405374,0.0139417056379368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMT_20190215_20190315,0.0497737536118977,0.0504250922931218,0.0508356647441273,0.0504445880887507,0.0507345472564008,0.050099351094963,0.049094511960969,0.0497495350166788,0.0498686835328903,0.0495331664423843,0.0502916896917519,0.0502401294448979,0.0495109417290318,0.0503538218146201,0.0502310824992252,0.0495824182218334,0.0491068790592198,0.0490376906550912,,0.0489427934821506,0.0499563504187443,0.0488777090725776,0.0495451668263249,0.0499664778618244,0.0496817174489332,0.0493638050105232,0.049497153739324,0.0499870327378814,0.0489895765440395,0.0493710731030676,0.0472342465707665,,0.0498338699121795,0.0476305005724812,0.0498631533573814,0.0434718239772622,0.0461131020077871,0.0433468852979805,0.0446236914583005,0.0446631987895723,0.0429988562373838,0.2056232827625286,0.2455979325380958,0.1974650446102872,0.1988992961638109,0.0440958847437737,0.0460541765942907,0.6138003488876006,1.0145790142569109,0.2047782293266723,0.2814286004717022,0.4326019419030477,0.0467258470103394,0.0482653238144102,0.0503406966490086,0.048667153196269,0.0475480474510509,0.0503514622621519,0.0495389851336963,0.0501554900952576,0.0496936315854401,0.0495355037991267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNJ_20180706_20180803,,,,,,-0.0143099231767635,-0.00118986429815,-0.009687162828547,-0.0044329825314761,-0.0148425430782092,-0.0075341216451057,-0.0030401123236569,-0.0014510969615619,,-0.0063557773749519,-0.0068759777875891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG_20181228_20190125,0.1364619456449297,0.1901960298677014,0.0586800415579664,0.070885854242988,0.1011782442707105,0.0139487650423319,0.0106048913400761,0.012714616063159,0.0083859382622747,0.0067618940208692,0.0109525184650036,0.0083892342737158,,0.0152272990968488,0.0093550198970863,0.0088045505016878,,,,,,,,,,,,,,,,,,,0.0085906675848622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT_20211210_20220107,,,,0.037985403337215,,0.0399186515584345,0.0361967372550401,0.0388007652231253,0.041474691454498,0.0370475387077139,0.0444191498492396,0.0419010174164646,0.0398814180720014,0.0397503141734563,0.0416230713466342,0.0406175755695726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT_20220812_20220909,,,,,0.0356551658707435,0.035841554945274,0.0369316772158833,0.0362969597922901,0.0374235380838748,0.0370182945914495,0.039073677791736,0.0378049618324715,0.0427718674358612,0.0473188776612209,0.0461402523474603,0.0355611266123803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSLA_20190104_20190201,0.0499922350896939,0.0498310892490608,0.0507758760818314,0.0506161054092812,0.0501973600007636,0.0500631172455231,0.0486078123957218,,0.0504445641436339,0.049787728119709,0.0504506952239806,0.050371606528375,,0.0503312034216303,0.0495201235649506,0.0499370113677379,,,,,,,,,,,,,,,,,,,0.1496893876016521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
