,t0,T1,cp_flag,K1,Pi1_ask,Pi1_bid,T2,K2,Pi2_ask,Pi2_bid,Adj_S0
0,2022-12-12,2023-04-21,C,175.0,23.4,23.200000000000003,2023-05-19,165.0,31.499999999999996,30.3,167.82000732421875
1,2022-12-12,2023-04-21,C,183.33,19.421608774830734,19.221608774830734,2023-05-19,170.0,29.149999999999995,27.9,167.82000732421875
2,2022-12-12,2023-04-21,C,191.67,16.9,16.75,2023-05-19,175.0,26.65,25.55,167.82000732421875
3,2022-12-12,2023-04-21,C,200.0,14.2,14.049999999999999,2023-05-19,180.00000000000003,24.75,23.55,167.82000732421875
4,2022-12-12,2023-04-21,C,208.32999999999998,11.900000000000002,11.8,2023-05-19,200.0,17.55,16.2,167.82000732421875
5,2022-12-12,2023-04-21,C,225.00000000000003,8.45,8.3,,,,,167.82000732421875
6,2022-12-12,2023-04-21,C,245.0,5.6,5.45,,,,,167.82000732421875
7,2022-12-12,2023-04-21,C,250.0,5.1,4.95,,,,,167.82000732421875
8,2022-12-12,2023-04-21,C,300.0,2.08,2.02,,,,,167.82000732421875
9,2022-12-12,2023-04-21,C,308.33,1.83,1.76,,,,,167.82000732421875
10,2022-12-12,2023-04-21,P,90.0,86.875,86.625,2023-05-19,130.0,35.87500000000001,34.925000000000004,167.82000732421875
11,2022-12-12,2023-04-21,P,100.0,3.900000000000003,3.7500000000000027,2023-05-19,155.0,25.200000000000024,24.50000000000002,167.82000732421875
12,2022-12-12,2023-04-21,P,108.33000000000001,21.563351956032346,21.413351956032347,2023-05-19,160.0,27.925000000000004,26.375000000000007,167.82000732421875
13,2022-12-12,2023-04-21,P,125.0,49.525000000000006,49.375,2023-05-19,165.0,-9.700000000000008,-10.250000000000009,167.82000732421875
14,2022-12-12,2023-04-21,P,133.33,10.599999999999984,10.499999999999982,2023-05-19,195.0,42.550000000000004,41.25000000000001,167.82000732421875
15,2022-12-12,2023-04-21,P,150.0,16.249999999999982,16.099999999999984,,,,,167.82000732421875
16,2022-12-12,2023-04-21,P,166.67,-52.17000000000003,-52.24000000000002,,,,,167.82000732421875
17,2022-12-12,2023-04-21,P,174.99999999999997,-38.05,-38.14999999999999,,,,,167.82000732421875
18,2022-12-12,2023-04-21,P,191.66999999999996,46.5,45.75,,,,,167.82000732421875
19,2022-12-12,2023-04-21,P,200.0,35.5,35.0,,,,,167.82000732421875
