,t0,T1,cp_flag,K1,Pi1_ask,Pi1_bid,T2,K2,Pi2_ask,Pi2_bid,Adj_S0
0,2021-05-13,2021-06-04,C,3170.0,83.25,80.5,2021-07-02,3250.0,92.55,85.0,3161.4700317382812
1,2021-05-13,2021-06-04,C,3190.0000000000005,72.90716819728534,70.20716819728534,2021-07-02,3300.0,73.9,66.6,3161.4700317382812
2,2021-05-13,2021-06-04,C,3195.0,70.55,67.9,2021-07-02,3350.0,58.5,51.54999999999999,3161.4700317382812
3,2021-05-13,2021-06-04,C,3200.0,68.15,65.55,2021-07-02,3359.9999999999995,55.8,48.9,3161.4700317382812
4,2021-05-13,2021-06-04,C,3300.0,31.65,29.65,2021-07-02,3400.0,46.3,39.45,3161.4700317382812
5,2021-05-13,2021-06-04,C,3350.0,20.65,18.9,2021-07-02,3480.0,30.4,25.3,3161.4700317382812
6,2021-05-13,2021-06-04,C,3400.0,13.000000000000002,12.05,,,,,3161.4700317382812
7,2021-05-13,2021-06-04,C,3450.0,8.5,7.6,,,,,3161.4700317382812
8,2021-05-13,2021-06-04,C,3500.0,5.65,4.85,,,,,3161.4700317382812
9,2021-05-13,2021-06-04,C,3999.9999999999995,0.6,0.36,,,,,3161.4700317382812
10,2021-05-13,2021-06-04,P,2700.0,676.9499999999994,671.4499999999994,2021-07-02,2840.0,202.5499999999999,194.89999999999992,3161.4700317382812
11,2021-05-13,2021-06-04,P,2860.0,530.5500000000002,525.3000000000002,2021-07-02,2940.0,-40.25,-46.0,3161.4700317382812
12,2021-05-13,2021-06-04,P,2880.0,240.67500000000035,238.02500000000038,2021-07-02,2950.0,249.69999999999973,237.89999999999972,3161.4700317382812
13,2021-05-13,2021-06-04,P,2900.0,232.87499999999991,230.0749999999999,2021-07-02,2990.0,152.83712529332743,145.03712529332742,3161.4700317382812
14,2021-05-13,2021-06-04,P,3000.0,-62.774999999999906,-64.42499999999991,2021-07-02,3000.0,115.05000000000027,107.35000000000028,3161.4700317382812
15,2021-05-13,2021-06-04,P,3100.0,163.9749999999999,160.4749999999999,2021-07-02,3010.0,56.40000000000018,49.20000000000018,3161.4700317382812
16,2021-05-13,2021-06-04,P,3110.0,-163.47499999999945,-164.97499999999945,2021-07-02,3040.0,56.22499999999991,48.47499999999991,3161.4700317382812
17,2021-05-13,2021-06-04,P,3200.0,-234.025,-235.475,2021-07-02,3070.0,-33.774999999999906,-40.67499999999991,3161.4700317382812
18,2021-05-13,2021-06-04,P,3365.0,-444.0999999999999,-445.0999999999999,2021-07-02,3135.0,-62.94999999999982,-69.94999999999982,3161.4700317382812
19,2021-05-13,2021-06-04,P,3370.0,-144.2999999999999,-146.39999999999992,,,,,3161.4700317382812
20,2021-05-14,2021-06-04,C,3190.0,94.55,92.55,2021-07-02,3200.0,138.15,128.35,3222.9000854492188
21,2021-05-14,2021-06-04,C,3200.0,88.35,86.45,2021-07-02,3245.0,111.97460887182743,104.92460887182742,3222.9000854492188
22,2021-05-14,2021-06-04,C,3220.0,76.7,75.05,2021-07-02,3250.0,109.95,102.8,3222.9000854492188
23,2021-05-14,2021-06-04,C,3300.0,40.1,38.6,2021-07-02,3300.0,86.95,79.5,3222.9000854492188
24,2021-05-14,2021-06-04,C,3349.9999999999995,25.249999999999996,23.9,2021-07-02,3330.0,74.75,67.9,3222.9000854492188
