,t0,T1,K1,C1,T2,K2,C2,Adj_S0
0,2022-10-13,2022-11-04,185.0,51.099999999999994,2022-12-02,225.0,19.0,231.10142517089844
1,2022-10-13,2022-11-04,200.0,36.575,2022-12-02,234.99999999999997,12.9,231.10142517089844
2,2022-10-13,2022-11-04,215.0,23.325,2022-12-02,240.0,10.425,231.10142517089844
3,2022-10-13,2022-11-04,220.0,19.450000000000003,2022-12-02,250.0,6.449999999999999,231.10142517089844
4,2022-10-13,2022-11-04,225.0,15.875000000000002,2022-12-02,255.0,4.768503868804947,231.10142517089844
5,2022-10-13,2022-11-04,230.0,12.625,2022-12-02,260.0,3.4499999999999997,231.10142517089844
6,2022-10-13,2022-11-04,235.0,9.774999999999999,2022-12-02,265.0,2.795,231.10142517089844
7,2022-10-13,2022-11-04,240.0,7.325,2022-12-02,270.0,2.180918754323118,231.10142517089844
8,2022-10-13,2022-11-04,245.00000000000003,5.3,2022-12-02,275.0,1.6640950020587604,231.10142517089844
9,2022-10-13,2022-11-04,250.00000000000003,3.7000000000000006,2022-12-02,285.0,0.845,231.10142517089844
10,2022-10-13,2022-11-04,255.00000000000003,2.3939774778389404,2022-12-02,290.0,0.66,231.10142517089844
11,2022-10-13,2022-11-04,260.0,1.7,,,,231.10142517089844
12,2022-10-13,2022-11-04,265.0,1.13,,,,231.10142517089844
13,2022-10-13,2022-11-04,270.0,0.76,,,,231.10142517089844
14,2022-10-13,2022-11-04,275.0,0.525,,,,231.10142517089844
15,2022-10-13,2022-11-04,280.0,0.37,,,,231.10142517089844
16,2022-10-13,2022-11-04,285.0,0.27,,,,231.10142517089844
17,2022-10-13,2022-11-04,290.0,0.2,,,,231.10142517089844
18,2022-10-13,2022-11-04,320.0,0.05,,,,231.10142517089844
19,2022-10-14,2022-11-04,190.0,40.58602460791728,2022-12-02,240.0,7.675000000000001,225.4975128173828
20,2022-10-14,2022-11-04,195.0,36.075,2022-12-02,245.0,5.949999999999999,225.4975128173828
21,2022-10-14,2022-11-04,220.0,14.774999999999997,2022-12-02,255.00000000000003,3.35,225.4975128173828
22,2022-10-14,2022-11-04,225.0,11.625,2022-12-02,260.0,2.505,225.4975128173828
23,2022-10-14,2022-11-04,229.99999999999997,8.875,2022-12-02,295.0,0.35,225.4975128173828
24,2022-10-14,2022-11-04,235.0,6.2766856174422925,2022-12-02,300.0,0.23999999999999996,225.4975128173828
25,2022-10-14,2022-11-04,240.0,4.675,2022-12-02,305.0,0.185,225.4975128173828
26,2022-10-14,2022-11-04,245.0,2.955758334823732,,,,225.4975128173828
27,2022-10-14,2022-11-04,249.99999999999997,2.1759545877113706,,,,225.4975128173828
28,2022-10-14,2022-11-04,255.00000000000003,1.42,,,,225.4975128173828
29,2022-10-14,2022-11-04,260.0,0.9199999999999999,,,,225.4975128173828
30,2022-10-14,2022-11-04,265.0,0.61,,,,225.4975128173828
31,2022-10-14,2022-11-04,270.0,0.41000000000000003,,,,225.4975128173828
32,2022-10-14,2022-11-04,275.0,0.28500000000000003,,,,225.4975128173828
33,2022-10-14,2022-11-04,280.0,0.2,,,,225.4975128173828
34,2022-10-14,2022-11-04,285.0,0.14500000000000002,,,,225.4975128173828
35,2022-10-14,2022-11-04,290.0,0.10654405877242001,,,,225.4975128173828
36,2022-10-14,2022-11-04,295.0,0.08,,,,225.4975128173828
