,date,adjusted_price
0,2018-01-02,89.60284423828125
1,2018-01-03,89.69413757324219
2,2018-01-04,90.97907257080078
3,2018-01-05,90.39501190185547
4,2018-01-08,90.5285415649414
5,2018-01-09,90.98741149902344
6,2018-01-10,91.9886474609375
7,2018-01-11,92.48092651367188
8,2018-01-12,94.00780487060547
9,2018-01-16,93.67408752441406
10,2018-01-17,94.27481079101562
11,2018-01-18,94.50009155273438
12,2018-01-19,94.29151153564453
13,2018-01-22,95.39286041259766
14,2018-01-23,95.29271697998047
15,2018-01-24,96.51091003417969
16,2018-01-25,96.53594207763672
17,2018-01-26,97.0532455444336
18,2018-01-29,96.95311737060547
19,2018-01-30,96.04366302490234
20,2018-01-31,96.51091003417969
21,2018-02-01,97.51214599609375
22,2018-02-02,95.35114288330078
23,2018-02-05,90.7788314819336
24,2018-02-06,93.54058074951172
25,2018-02-07,94.17469024658203
26,2018-02-08,90.01121520996094
27,2018-02-09,91.81344604492188
28,2018-02-12,93.2318344116211
29,2018-02-13,93.80754852294922
30,2018-02-14,95.9769058227539
31,2018-02-15,96.37741088867188
32,2018-02-16,95.68489074707031
33,2018-02-20,95.70991516113281
34,2018-02-21,96.11040496826172
35,2018-02-22,95.93521118164062
36,2018-02-23,97.87925720214844
37,2018-02-26,99.09744262695312
38,2018-02-27,97.92097473144531
39,2018-02-28,96.36906433105469
40,2018-03-01,94.64192199707031
41,2018-03-02,94.55015563964844
42,2018-03-05,96.00194549560547
43,2018-03-06,96.08537292480469
44,2018-03-07,95.72660064697266
45,2018-03-08,95.73495483398438
46,2018-03-09,98.48835754394531
47,2018-03-12,98.17129516601562
48,2018-03-13,96.99483489990234
49,2018-03-14,95.91015625
50,2018-03-15,96.15215301513672
51,2018-03-16,96.31900787353516
52,2018-03-19,95.55973052978516
53,2018-03-20,95.65150451660156
54,2018-03-21,95.73495483398438
55,2018-03-22,91.73834228515625
56,2018-03-23,89.2853012084961
57,2018-03-26,92.03870391845703
58,2018-03-27,90.25318145751953
59,2018-03-28,90.11133575439453
60,2018-03-29,91.7550277709961
61,2018-04-02,89.98619842529297
62,2018-04-03,91.2210464477539
63,2018-04-04,92.6060791015625
64,2018-04-05,93.8220443725586
65,2018-04-06,91.48236846923828
66,2018-04-09,92.58094024658203
67,2018-04-10,94.3503646850586
68,2018-04-11,92.76541900634766
69,2018-04-12,95.07154846191406
70,2018-04-13,92.4970703125
71,2018-04-16,92.42160034179688
72,2018-04-17,92.42160034179688
73,2018-04-18,91.67523956298828
74,2018-04-19,93.68787384033203
75,2018-04-20,93.47821807861328
76,2018-04-23,93.0253677368164
77,2018-04-24,92.58930206298828
78,2018-04-25,92.23710632324219
79,2018-04-26,92.3293228149414
80,2018-04-27,91.7423324584961
81,2018-04-30,91.22238159179688
82,2018-05-01,91.22238159179688
83,2018-05-02,90.50120544433594
84,2018-05-03,89.93096160888672
85,2018-05-04,90.92890930175781
86,2018-05-07,91.7171630859375
87,2018-05-08,93.07568359375
88,2018-05-09,95.10511016845703
89,2018-05-10,95.84306335449219
90,2018-05-11,95.48246002197266
91,2018-05-14,95.5160140991211
92,2018-05-15,94.78643798828125
93,2018-05-16,95.04637908935547
94,2018-05-17,94.72773742675781
95,2018-05-18,93.19310760498047
96,2018-05-21,94.0484619140625
97,2018-05-22,94.76966094970703
98,2018-05-23,94.33358764648438
99,2018-05-24,93.2769546508789
100,2018-05-25,92.7989730834961
101,2018-05-29,88.8323974609375
102,2018-05-30,90.8617935180664
103,2018-05-31,89.73806762695312
104,2018-06-01,90.90373992919922
105,2018-06-04,90.9456787109375
106,2018-06-05,90.43412780761719
107,2018-06-06,92.5473861694336
108,2018-06-07,92.91637420654297
109,2018-06-08,93.17631530761719
110,2018-06-11,92.9415283203125
111,2018-06-12,92.40482330322266
112,2018-06-13,92.22032928466797
113,2018-06-14,90.59346008300781
114,2018-06-15,90.48444366455078
115,2018-06-18,90.71923828125
116,2018-06-19,90.19091033935547
117,2018-06-20,90.18253326416016
118,2018-06-21,90.15737915039062
119,2018-06-22,88.68144989013672
120,2018-06-25,87.87641143798828
121,2018-06-26,87.93510437011719
122,2018-06-27,86.57657623291016
123,2018-06-28,87.99382019042969
124,2018-06-29,87.3816146850586
125,2018-07-02,88.11959838867188
126,2018-07-03,86.88684844970703
127,2018-07-05,87.45177459716797
128,2018-07-06,87.73844146728516
129,2018-07-09,90.4533920288086
130,2018-07-10,89.89690399169922
131,2018-07-11,89.70297241210938
132,2018-07-12,90.09085083007812
133,2018-07-13,89.67770385742188
134,2018-07-16,93.23578643798828
135,2018-07-17,93.16835021972656
136,2018-07-18,94.03679656982422
137,2018-07-19,92.65401458740234
138,2018-07-20,93.82600402832031
139,2018-07-23,95.57134246826172
140,2018-07-24,96.24586486816406
141,2018-07-25,97.11430358886719
142,2018-07-26,96.8360595703125
143,2018-07-27,97.83097076416016
144,2018-07-30,98.42118072509766
145,2018-07-31,96.92035675048828
146,2018-08-01,97.51900482177734
147,2018-08-02,97.93216705322266
148,2018-08-03,98.72471618652344
149,2018-08-06,98.75001525878906
150,2018-08-07,99.11257934570312
151,2018-08-08,99.31492614746094
152,2018-08-09,98.54765319824219
153,2018-08-10,97.57804107666016
154,2018-08-13,96.02661895751953
155,2018-08-14,96.66742706298828
156,2018-08-15,95.86642456054688
157,2018-08-16,96.76860809326172
158,2018-08-17,96.76860809326172
159,2018-08-20,96.64212799072266
160,2018-08-21,97.23233795166016
161,2018-08-22,96.93724822998047
162,2018-08-23,96.7348861694336
163,2018-08-24,96.6927261352539
