,date,adjusted_price
0,2018-01-02,109.53096771240234
1,2018-01-03,110.62134552001953
2,2018-01-04,111.03265380859375
3,2018-01-05,113.69178771972656
4,2018-01-08,114.15091705322266
5,2018-01-09,113.9309310913086
6,2018-01-10,113.80657196044922
7,2018-01-11,114.62916564941406
8,2018-01-12,114.86830139160156
9,2018-01-16,115.15528106689453
10,2018-01-17,116.67613220214844
11,2018-01-18,117.75699615478516
12,2018-01-19,117.36480712890625
13,2018-01-22,118.92395782470703
14,2018-01-23,119.23002624511719
15,2018-01-24,119.1343765258789
16,2018-01-25,119.77526092529297
17,2018-01-26,120.82740783691406
18,2018-01-29,119.41175079345703
19,2018-01-30,118.17788696289062
20,2018-01-31,118.82829284667969
21,2018-02-01,120.25350189208984
22,2018-02-02,115.65266418457031
23,2018-02-05,111.21440124511719
24,2018-02-06,114.7535400390625
25,2018-02-07,114.44744873046875
26,2018-02-08,108.90918731689453
27,2018-02-09,111.26222229003906
28,2018-02-12,113.31873321533203
29,2018-02-13,113.20396423339844
30,2018-02-14,115.57611846923828
31,2018-02-15,117.16669464111328
32,2018-02-16,116.75468444824219
33,2018-02-20,116.90802001953125
34,2018-02-21,115.39405822753906
35,2018-02-22,115.3461685180664
36,2018-02-23,117.78954315185547
37,2018-02-26,119.380126953125
38,2018-02-27,118.21112823486328
39,2018-02-28,117.79912567138672
40,2018-03-01,115.36532592773438
41,2018-03-02,115.7198486328125
42,2018-03-05,116.7834243774414
43,2018-03-06,115.99771118164062
44,2018-03-07,116.75468444824219
45,2018-03-08,117.10922241210938
46,2018-03-09,119.30345153808594
47,2018-03-12,119.04476165771484
48,2018-03-13,118.0482177734375
49,2018-03-14,117.45417022705078
50,2018-03-15,118.24946594238281
51,2018-03-16,119.32262420654297
52,2018-03-19,118.05781555175781
53,2018-03-20,119.68672943115234
54,2018-03-21,118.0674057006836
55,2018-03-22,114.97245788574219
56,2018-03-23,112.10748291015625
57,2018-03-26,115.59527587890625
58,2018-03-27,112.49077606201172
59,2018-03-28,112.09790802001953
60,2018-03-29,114.61793518066406
61,2018-04-02,113.43938446044922
62,2018-04-03,114.21550750732422
63,2018-04-04,114.79998779296875
64,2018-04-05,116.12229919433594
65,2018-04-06,112.77820587158203
66,2018-04-09,113.8226547241211
67,2018-04-10,115.67195129394531
68,2018-04-11,114.77125549316406
69,2018-04-12,116.00731658935547
70,2018-04-13,115.7007064819336
71,2018-04-16,116.7834243774414
72,2018-04-17,118.6231689453125
73,2018-04-18,119.27472686767578
74,2018-04-19,118.77645874023438
75,2018-04-20,119.00643157958984
76,2018-04-23,119.25555419921875
77,2018-04-24,116.19893646240234
78,2018-04-25,116.1414566040039
79,2018-04-26,121.76600646972656
80,2018-04-27,120.74075317382812
81,2018-04-30,121.57437133789062
82,2018-05-01,122.17802429199219
83,2018-05-02,121.09525299072266
84,2018-05-03,121.8618392944336
85,2018-05-04,122.80083465576172
86,2018-05-07,123.85485076904297
87,2018-05-08,124.46809387207031
88,2018-05-09,125.3687744140625
89,2018-05-10,125.5220718383789
90,2018-05-11,126.3077621459961
91,2018-05-14,125.72327423095703
92,2018-05-15,125.6178970336914
93,2018-05-16,125.41667175292969
94,2018-05-17,124.69688415527344
95,2018-05-18,124.69688415527344
96,2018-05-21,125.39747619628906
97,2018-05-22,125.4454574584961
98,2018-05-23,126.56837463378906
99,2018-05-24,126.57792663574219
100,2018-05-25,125.9925308227539
101,2018-05-29,124.46654510498047
102,2018-05-30,125.37825775146484
103,2018-05-31,125.45506286621094
104,2018-06-01,125.57986450195312
105,2018-06-04,127.71046447753906
106,2018-06-05,128.18067932128906
107,2018-06-06,130.79115295410156
108,2018-06-07,128.4494171142578
109,2018-06-08,129.3131561279297
110,2018-06-11,128.5166015625
111,2018-06-12,129.4282989501953
112,2018-06-13,128.98683166503906
113,2018-06-14,129.5626983642578
114,2018-06-15,129.65866088867188
115,2018-06-18,130.71434020996094
116,2018-06-19,129.66822814941406
117,2018-06-20,130.0425567626953
118,2018-06-21,129.1116485595703
119,2018-06-22,129.87939453125
120,2018-06-25,125.65658569335938
121,2018-06-26,127.21134948730469
122,2018-06-27,125.74298858642578
123,2018-06-28,127.39373779296875
124,2018-06-29,127.1153793334961
125,2018-07-02,127.16339874267578
126,2018-07-03,126.15565490722656
127,2018-07-05,127.9215087890625
128,2018-07-06,128.6893768310547
129,2018-07-09,130.06173706054688
130,2018-07-10,131.1846160888672
131,2018-07-11,132.5857696533203
132,2018-07-12,134.26531982421875
133,2018-07-13,133.8046875
134,2018-07-16,132.88328552246094
135,2018-07-17,134.01580810546875
136,2018-07-18,135.22508239746094
137,2018-07-19,134.48606872558594
138,2018-07-20,135.3114013671875
139,2018-07-23,134.39007568359375
140,2018-07-24,134.39007568359375
141,2018-07-25,136.8949737548828
142,2018-07-26,136.76060485839844
143,2018-07-27,135.04270935058594
144,2018-07-30,130.98306274414062
145,2018-07-31,131.2325897216797
146,2018-08-01,132.6818084716797
147,2018-08-02,133.32476806640625
148,2018-08-03,134.1885528564453
149,2018-08-06,134.08297729492188
150,2018-08-07,134.6300048828125
151,2018-08-08,135.01394653320312
152,2018-08-09,134.370849609375
153,2018-08-10,134.10215759277344
154,2018-08-13,134.56283569335938
155,2018-08-14,135.09066772460938
156,2018-08-15,134.28453063964844
157,2018-08-16,135.18800354003906
158,2018-08-17,135.8415985107422
159,2018-08-20,135.46678161621094
160,2018-08-21,134.6016845703125
161,2018-08-22,135.65895080566406
162,2018-08-23,136.5817108154297
163,2018-08-24,138.60015869140625
