,date,adjusted_price
0,2018-01-02,79.93672180175781
1,2018-01-03,80.30874633789062
2,2018-01-04,81.01557922363281
3,2018-01-05,82.02002716064453
4,2018-01-08,82.1037368774414
5,2018-01-09,82.04791259765625
6,2018-01-10,81.67591094970703
7,2018-01-11,81.91770935058594
8,2018-01-12,83.33136749267578
9,2018-01-16,82.16883850097656
10,2018-01-17,83.83357238769531
11,2018-01-18,83.79639434814453
12,2018-01-19,83.70339965820312
13,2018-01-22,85.20076751708984
14,2018-01-23,85.47047424316406
15,2018-01-24,85.39608001708984
16,2018-01-25,85.87039184570312
17,2018-01-26,87.47933959960938
18,2018-01-29,87.34912872314453
19,2018-01-30,86.25169372558594
20,2018-01-31,88.3628921508789
21,2018-02-01,87.66535186767578
22,2018-02-02,85.35887145996094
23,2018-02-05,81.84332275390625
24,2018-02-06,84.94035339355469
25,2018-02-07,83.34066772460938
26,2018-02-08,79.06250762939453
27,2018-02-09,82.01069641113281
28,2018-02-12,82.89425659179688
29,2018-02-13,83.54530334472656
30,2018-02-14,84.85347747802734
31,2018-02-15,86.58209228515625
32,2018-02-16,85.96539306640625
33,2018-02-20,86.63816833496094
34,2018-02-21,85.48885345458984
35,2018-02-22,85.71310424804688
36,2018-02-23,87.8902587890625
37,2018-02-26,89.16107940673828
38,2018-02-27,88.02108764648438
39,2018-02-28,87.6192855834961
40,2018-03-01,86.75962829589844
41,2018-03-02,86.94652557373047
42,2018-03-05,87.4978256225586
43,2018-03-06,87.19880676269531
44,2018-03-07,87.70337677001953
45,2018-03-08,88.23599243164062
46,2018-03-09,90.20758056640625
47,2018-03-12,90.42251586914062
48,2018-03-13,88.21733093261719
49,2018-03-14,87.69405364990234
50,2018-03-15,88.00240325927734
51,2018-03-16,88.39485168457031
52,2018-03-19,86.79702758789062
53,2018-03-20,87.02125549316406
54,2018-03-21,86.41390228271484
55,2018-03-22,83.90036010742188
56,2018-03-23,81.46153259277344
57,2018-03-26,87.62863159179688
58,2018-03-27,83.60134887695312
59,2018-03-28,83.52660369873047
60,2018-03-29,85.28327178955078
61,2018-04-02,82.7136459350586
62,2018-04-03,83.82560729980469
63,2018-04-04,86.27375793457031
64,2018-04-05,86.32044219970703
65,2018-04-06,84.31148529052734
66,2018-04-09,84.81607055664062
67,2018-04-10,86.78766632080078
68,2018-04-11,85.8345718383789
69,2018-04-12,87.44175720214844
70,2018-04-13,86.97457122802734
71,2018-04-16,87.99304962158203
72,2018-04-17,89.7684097290039
73,2018-04-18,90.11416625976562
74,2018-04-19,89.80579376220703
75,2018-04-20,88.76861572265625
76,2018-04-23,89.09565734863281
77,2018-04-24,87.01194763183594
78,2018-04-25,86.25505828857422
79,2018-04-26,88.07715606689453
80,2018-04-27,89.53483581542969
81,2018-04-30,87.38567352294922
82,2018-05-01,88.76861572265625
83,2018-05-02,87.37637329101562
84,2018-05-03,87.89962005615234
85,2018-05-04,88.91810607910156
86,2018-05-07,89.90858459472656
87,2018-05-08,89.52548217773438
88,2018-05-09,90.58136749267578
89,2018-05-10,91.48773956298828
90,2018-05-11,91.2915267944336
91,2018-05-14,91.59986114501953
92,2018-05-15,90.93643951416016
93,2018-05-16,91.17103576660156
94,2018-05-17,90.26073455810547
95,2018-05-18,90.42967987060547
96,2018-05-21,91.59335327148438
97,2018-05-22,91.49949645996094
98,2018-05-23,92.58811950683594
99,2018-05-24,92.25965118408203
100,2018-05-25,92.30659484863281
101,2018-05-29,91.97813415527344
102,2018-05-30,92.86027526855469
103,2018-05-31,92.75703430175781
104,2018-06-01,94.58702850341797
105,2018-06-04,95.41288757324219
106,2018-06-05,95.90087890625
107,2018-06-06,96.18238830566406
108,2018-06-07,94.6714859008789
109,2018-06-08,95.37532806396484
110,2018-06-11,94.8310317993164
111,2018-06-12,95.07501220703125
112,2018-06-13,94.64334869384766
113,2018-06-14,95.17826080322266
114,2018-06-15,93.9676513671875
115,2018-06-18,94.65271759033203
116,2018-06-19,94.65271759033203
117,2018-06-20,95.60057067871094
118,2018-06-21,94.91548156738281
119,2018-06-22,94.23042297363281
120,2018-06-25,92.33473205566406
121,2018-06-26,92.98226165771484
122,2018-06-27,91.53705596923828
123,2018-06-28,92.55994415283203
124,2018-06-29,92.54118347167969
125,2018-07-02,93.85503387451172
126,2018-07-03,92.9541244506836
127,2018-07-05,93.62042999267578
128,2018-07-06,94.93426513671875
129,2018-07-09,95.58181762695312
130,2018-07-10,95.83517456054688
131,2018-07-11,95.70379638671875
132,2018-07-12,97.77777099609375
133,2018-07-13,98.94148254394531
134,2018-07-16,98.4534683227539
135,2018-07-17,99.4294662475586
136,2018-07-18,98.65055084228516
137,2018-07-19,97.97486114501953
138,2018-07-20,99.72976684570312
139,2018-07-23,101.32514953613281
140,2018-07-24,101.03423309326172
141,2018-07-25,104.00911712646484
142,2018-07-26,102.87360382080078
143,2018-07-27,101.0530014038086
144,2018-07-30,98.88516235351562
145,2018-07-31,99.55146026611328
146,2018-08-01,99.73916625976562
147,2018-08-02,100.94978332519531
148,2018-08-03,101.39083862304688
149,2018-08-06,101.47530364990234
150,2018-08-07,102.17913818359375
151,2018-08-08,102.7516098022461
152,2018-08-09,102.92051696777344
153,2018-08-10,102.29175567626953
154,2018-08-13,101.55038452148438
155,2018-08-14,102.81732177734375
156,2018-08-15,101.42304229736328
157,2018-08-16,101.4041976928711
158,2018-08-17,101.34768676757812
159,2018-08-20,100.67879486083984
160,2018-08-21,99.84037017822266
161,2018-08-22,100.85780334472656
162,2018-08-23,101.32884216308594
163,2018-08-24,102.12018585205078
