,t0,T1,K1,C1,T2,K2,C2,Adj_S0
0,2022-04-21,2022-05-06,144.0,16.828216751987,2022-06-03,115.0,45.075,154.56754302978516
1,2022-04-21,2022-05-06,145.0,16.00328097982714,2022-06-03,120.0,40.12869260123338,154.56754302978516
2,2022-04-21,2022-05-06,146.0,14.112960900613748,2022-06-03,125.0,34.50243960546654,154.56754302978516
3,2022-04-21,2022-05-06,147.0,13.149999999999999,2022-06-03,130.0,29.72809491537462,154.56754302978516
4,2022-04-21,2022-05-06,148.0,11.875663180553547,2022-06-03,135.0,25.11796712278243,154.56754302978516
5,2022-04-21,2022-05-06,149.0,11.19569829648351,2022-06-03,140.0,20.468710566304008,154.56754302978516
6,2022-04-21,2022-05-06,150.0,10.29255757841942,2022-06-03,145.0,15.842286734010258,154.56754302978516
7,2022-04-21,2022-05-06,152.5,7.948018669141666,2022-06-03,148.0,13.1,154.56754302978516
8,2022-04-21,2022-05-06,155.0,6.381979318979769,2022-06-03,149.0,12.80072900904603,154.56754302978516
9,2022-04-21,2022-05-06,157.5,4.0,2022-06-03,150.0,11.940209593238173,154.56754302978516
10,2022-04-21,2022-05-06,160.0,2.54,2022-06-03,155.0,7.490638142367974,154.56754302978516
11,2022-04-21,2022-05-06,162.5,1.4949999999999999,2022-06-03,160.0,4.775,154.56754302978516
12,2022-04-21,2022-05-06,165.0,0.83,2022-06-03,165.0,2.6650000000000005,154.56754302978516
13,2022-04-21,2022-05-06,167.5,0.44999999999999996,2022-06-03,169.99999999999997,1.375,154.56754302978516
14,2022-04-21,2022-05-06,170.0,0.265,2022-06-03,175.0,0.69,154.56754302978516
15,2022-04-21,2022-05-06,172.5,0.165,2022-06-03,180.00000000000003,0.37,154.56754302978516
16,2022-04-21,2022-05-06,175.0,0.13999999999999999,2022-06-03,185.0,0.17242446137754888,154.56754302978516
17,2022-04-21,2022-05-06,177.5,0.10408565485986669,2022-06-03,190.0,0.17154902501027955,154.56754302978516
18,2022-04-21,2022-05-06,185.0,0.045,2022-06-03,194.99999999999997,0.17,154.56754302978516
19,2022-04-21,2022-05-06,190.0,0.035,,,,154.56754302978516
20,2022-04-22,2022-05-06,140.0,17.002342975758605,2022-06-03,100.0,57.316148777528305,151.65735626220703
21,2022-04-22,2022-05-06,142.0,15.125,2022-06-03,105.0,52.025,151.65735626220703
22,2022-04-22,2022-05-06,143.0,14.452485109515106,2022-06-03,120.0,36.70194515701451,151.65735626220703
23,2022-04-22,2022-05-06,145.0,12.10100923464812,2022-06-03,125.0,32.05238844261339,151.65735626220703
24,2022-04-22,2022-05-06,149.0,8.35,2022-06-03,130.0,27.187958320595246,151.65735626220703
25,2022-04-22,2022-05-06,150.0,7.447427055814491,2022-06-03,135.0,22.53445725375293,151.65735626220703
26,2022-04-22,2022-05-06,152.5,5.481362843235634,2022-06-03,140.0,17.89546613432597,151.65735626220703
27,2022-04-22,2022-05-06,155.0,3.537348994357317,2022-06-03,145.0,13.175,151.65735626220703
28,2022-04-22,2022-05-06,157.5,2.2800000000000002,2022-06-03,148.0,10.589221617076698,151.65735626220703
29,2022-04-22,2022-05-06,160.0,1.29,2022-06-03,149.0,9.925,151.65735626220703
30,2022-04-22,2022-05-06,162.5,0.7050000000000001,2022-06-03,150.0,9.847691829023086,151.65735626220703
31,2022-04-22,2022-05-06,164.99999999999997,0.395,2022-06-03,155.0,5.9,151.65735626220703
32,2022-04-22,2022-05-06,167.5,0.215,2022-06-03,160.0,3.4749999999999996,151.65735626220703
33,2022-04-22,2022-05-06,170.0,0.14500000000000002,2022-06-03,165.0,1.9300000000000002,151.65735626220703
34,2022-04-22,2022-05-06,172.5,0.12626192260709274,2022-06-03,170.0,0.9550000000000001,151.65735626220703
35,2022-04-22,2022-05-06,174.99999999999997,0.12,2022-06-03,175.0,0.485,151.65735626220703
36,2022-04-22,2022-05-06,177.5,0.10951644718931779,2022-06-03,180.0,0.265,151.65735626220703
37,2022-04-22,2022-05-06,180.0,0.1026809321152773,2022-06-03,184.99999999999997,0.23010462247183977,151.65735626220703
38,2022-04-22,2022-05-06,182.5,0.09617201446858803,2022-06-03,190.0,0.205,151.65735626220703
39,2022-04-22,2022-05-06,185.0,0.09000000000000001,2022-06-03,195.0,0.18469487039488636,151.65735626220703
40,2022-04-25,2022-05-06,130.0,27.05,2022-06-03,100.00000000000001,57.378169305005194,151.7346954345703
41,2022-04-25,2022-05-06,146.0,11.05844298616205,2022-06-03,105.0,52.2,151.7346954345703
42,2022-04-25,2022-05-06,147.0,9.919221546103666,2022-06-03,125.0,31.76385324658525,151.7346954345703
43,2022-04-25,2022-05-06,148.0,9.336436143795918,2022-06-03,130.0,27.01026608338859,151.7346954345703
44,2022-04-25,2022-05-06,149.0,8.494568954678241,2022-06-03,135.0,22.4,151.7346954345703
45,2022-04-25,2022-05-06,150.0,7.692579525022734,2022-06-03,140.0,17.71244900285011,151.7346954345703
46,2022-04-25,2022-05-06,152.5,5.408396663944902,2022-06-03,145.0,13.212886724860098,151.7346954345703
47,2022-04-25,2022-05-06,155.0,3.575,2022-06-03,147.0,11.56740538776537,151.7346954345703
48,2022-04-25,2022-05-06,157.5,2.17,2022-06-03,148.0,10.908860037050001,151.7346954345703
49,2022-04-25,2022-05-06,160.0,1.1715025386033335,2022-06-03,149.0,10.0,151.7346954345703
50,2022-04-25,2022-05-06,162.5,0.585,2022-06-03,150.0,9.240504481327616,151.7346954345703
51,2022-04-25,2022-05-06,165.0,0.28500000000000003,2022-06-03,155.0,5.875000000000001,151.7346954345703
52,2022-04-25,2022-05-06,167.5,0.15000000000000002,2022-06-03,160.0,3.3999999999999995,151.7346954345703
53,2022-04-25,2022-05-06,170.0,0.09500000000000001,2022-06-03,165.0,1.8300000000000003,151.7346954345703
54,2022-04-25,2022-05-06,172.5,0.065,2022-06-03,170.00000000000003,0.925,151.7346954345703
55,2022-04-25,2022-05-06,175.0,0.045,2022-06-03,175.0,0.44,151.7346954345703
56,2022-04-25,2022-05-06,179.99999999999997,0.025,2022-06-03,180.0,0.295,151.7346954345703
57,2022-04-25,2022-05-06,185.0,0.02014226704139633,2022-06-03,185.0,0.235,151.7346954345703
58,2022-04-25,2022-05-06,190.0,0.015,2022-06-03,190.0,0.1747456615222213,151.7346954345703
59,2022-04-25,2022-05-06,195.0,0.015000000000000001,2022-06-03,195.0,0.17478035679160023,151.7346954345703
60,2022-04-26,2022-05-06,145.0,10.825,2022-06-03,100.0,55.575,150.1490936279297
61,2022-04-26,2022-05-06,147.0,9.05083505804851,2022-06-03,105.0,50.650000000000006,150.1490936279297
62,2022-04-26,2022-05-06,148.0,7.8350275162254555,2022-06-03,125.0,30.343737762498048,150.1490936279297
63,2022-04-26,2022-05-06,149.0,7.175,2022-06-03,130.0,25.605736305994547,150.1490936279297
64,2022-04-26,2022-05-06,150.0,6.325485135604616,2022-06-03,135.0,20.9745034780278,150.1490936279297
65,2022-04-26,2022-05-06,152.5,4.350339941700006,2022-06-03,140.0,16.274866932135797,150.1490936279297
66,2022-04-26,2022-05-06,155.0,2.7950000000000004,2022-06-03,145.0,11.575793116737009,150.1490936279297
67,2022-04-26,2022-05-06,157.49999999999997,1.63,2022-06-03,147.0,10.475000000000001,150.1490936279297
68,2022-04-26,2022-05-06,160.0,0.86,2022-06-03,148.0,9.864245201741912,150.1490936279297
69,2022-04-26,2022-05-06,162.5,0.42500000000000004,2022-06-03,149.0,9.009692384967547,150.1490936279297
70,2022-04-26,2022-05-06,165.0,0.22,2022-06-03,150.0,8.384027570328724,150.1490936279297
71,2022-04-26,2022-05-06,167.5,0.125,2022-06-03,155.0,5.25,150.1490936279297
72,2022-04-26,2022-05-06,170.0,0.07500000000000001,2022-06-03,160.0,3.0149999999999997,150.1490936279297
73,2022-04-26,2022-05-06,172.5,0.065,2022-06-03,165.0,1.350594625353291,150.1490936279297
74,2022-04-26,2022-05-06,175.0,0.05658188647896573,2022-06-03,170.0,0.825,150.1490936279297
75,2022-04-26,2022-05-06,177.5,0.04931786163830198,2022-06-03,175.0,0.4,150.1490936279297
76,2022-04-26,2022-05-06,180.0,0.042026167038171795,2022-06-03,180.00000000000003,0.2972293213409953,150.1490936279297
77,2022-04-26,2022-05-06,182.50000000000003,0.035,2022-06-03,185.0,0.23497266444867157,150.1490936279297
78,2022-04-26,2022-05-06,185.0,0.03,2022-06-03,190.0,0.195,150.1490936279297
79,2022-04-26,2022-05-06,190.0,0.024999999999999998,2022-06-03,195.00000000000003,0.165,150.1490936279297
80,2022-04-27,2022-05-06,130.0,24.325,2022-06-03,100.00000000000001,55.052937147857975,149.12425231933594
81,2022-04-27,2022-05-06,144.0,10.463616846194343,2022-06-03,105.0,49.70598427559677,149.12425231933594
82,2022-04-27,2022-05-06,145.0,9.475,2022-06-03,125.0,29.149356158377138,149.12425231933594
83,2022-04-27,2022-05-06,146.0,8.512936391268251,2022-06-03,130.0,24.478720340074545,149.12425231933594
84,2022-04-27,2022-05-06,147.0,8.060535326062833,2022-06-03,135.0,19.725,149.12425231933594
85,2022-04-27,2022-05-06,149.0,5.761466195520422,2022-06-03,140.0,15.338996041927443,149.12425231933594
86,2022-04-27,2022-05-06,150.0,5.760293857284341,2022-06-03,145.0,10.925,149.12425231933594
87,2022-04-27,2022-05-06,152.5,3.3,2022-06-03,147.0,9.466973213997324,149.12425231933594
88,2022-04-27,2022-05-06,155.0,1.905,2022-06-03,148.0,8.675,149.12425231933594
89,2022-04-27,2022-05-06,157.5,0.965,2022-06-03,149.0,7.947064723303301,149.12425231933594
90,2022-04-27,2022-05-06,160.0,0.47,2022-06-03,150.0,7.24498180654173,149.12425231933594
91,2022-04-27,2022-05-06,162.5,0.22500000000000003,2022-06-03,155.0,5.817243015490153,149.12425231933594
92,2022-04-27,2022-05-06,165.0,0.10500000000000001,2022-06-03,160.0,2.5099999999999993,149.12425231933594
93,2022-04-27,2022-05-06,167.5,0.08000000000000002,2022-06-03,165.0,1.2192680759385455,149.12425231933594
94,2022-04-27,2022-05-06,170.00000000000003,0.07982174707686715,2022-06-03,170.0,0.665,149.12425231933594
95,2022-04-27,2022-05-06,172.49999999999997,0.07979993168899462,2022-06-03,175.0,0.33000000000000007,149.12425231933594
96,2022-04-27,2022-05-06,175.0,0.07969508180777135,2022-06-03,180.0,0.25770108729906577,149.12425231933594
97,2022-04-27,2022-05-06,177.5,0.07960438393146596,2022-06-03,185.0,0.1846005728811518,149.12425231933594
98,2022-04-27,2022-05-06,180.0,0.07974091707022855,2022-06-03,190.0,0.1848093776266508,149.12425231933594
99,2022-04-27,2022-05-06,182.5,0.07959280795865444,2022-06-03,195.0,0.185,149.12425231933594
100,2022-04-28,2022-05-06,130.0,25.73821228987686,2022-06-03,100.0,55.53746887098705,151.02891540527344
101,2022-04-28,2022-05-06,136.0,19.86428059949221,2022-06-03,105.0,50.227141290282916,151.02891540527344
102,2022-04-28,2022-05-06,140.0,16.22912167243353,2022-06-03,124.99999999999999,31.72613335965625,151.02891540527344
103,2022-04-28,2022-05-06,147.0,9.124596390866625,2022-06-03,140.0,16.6,151.02891540527344
104,2022-04-28,2022-05-06,149.0,7.386570698678286,2022-06-03,143.0,14.055334101646558,151.02891540527344
105,2022-04-28,2022-05-06,150.0,6.534812780377677,2022-06-03,145.0,12.274999999999999,151.02891540527344
106,2022-04-28,2022-05-06,152.5,4.238444699219637,2022-06-03,146.0,10.66599623576909,151.02891540527344
107,2022-04-28,2022-05-06,155.0,2.585,2022-06-03,147.0,10.667692813532797,151.02891540527344
108,2022-04-28,2022-05-06,157.5,1.325,2022-06-03,148.0,10.125602127673577,151.02891540527344
109,2022-04-28,2022-05-06,160.0,0.615,2022-06-03,149.0,8.236595664349942,151.02891540527344
110,2022-04-28,2022-05-06,162.5,0.26,2022-06-03,150.0,8.283182170740474,151.02891540527344
111,2022-04-28,2022-05-06,165.0,0.11,2022-06-03,155.0,6.36879819041322,151.02891540527344
112,2022-04-28,2022-05-06,167.5,0.058632149807328664,2022-06-03,160.0,2.91,151.02891540527344
113,2022-04-28,2022-05-06,170.0,0.03675845434147906,2022-06-03,165.0,1.3943925396083638,151.02891540527344
114,2022-04-28,2022-05-06,172.5,0.025,2022-06-03,170.0,0.72,151.02891540527344
115,2022-04-28,2022-05-06,174.99999999999997,0.015018140775726937,2022-06-03,175.0,0.37,151.02891540527344
116,2022-04-28,2022-05-06,177.5,0.015014810393864188,2022-06-03,180.0,0.195,151.02891540527344
117,2022-04-28,2022-05-06,180.0,0.014994914243523458,2022-06-03,185.0,0.145,151.02891540527344
118,2022-04-28,2022-05-06,182.5,0.015,2022-06-03,190.00000000000003,0.115,151.02891540527344
119,2022-04-28,2022-05-06,185.0,0.014992905379175152,2022-06-03,195.0,0.10500000000000001,151.02891540527344
120,2022-04-29,2022-05-06,141.0,11.780037954014299,2022-06-03,100.00000000000001,53.05,147.91573333740234
121,2022-04-29,2022-05-06,143.0,10.164727529919618,2022-06-03,105.00000000000001,47.54639753038829,147.91573333740234
122,2022-04-29,2022-05-06,145.0,8.125,2022-06-03,142.0,12.15,147.91573333740234
