,t0,T1,K1,C1,T2,K2,C2,Adj_S0
0,2022-08-18,2023-03-17,75.0,75.68398072810311,2023-04-21,100.0,53.78920392458371,143.1978759765625
1,2022-08-18,2023-03-17,80.0,70.98354996691779,2023-04-21,104.99999999999999,46.474999999999994,143.1978759765625
2,2022-08-18,2023-03-17,85.00000000000001,68.34355905208791,2023-04-21,120.0,32.39715459415226,143.1978759765625
3,2022-08-18,2023-03-17,90.0,63.70701524133667,2023-04-21,125.00000000000001,28.606996602744566,143.1978759765625
4,2022-08-18,2023-03-17,100.0,55.634190367930316,2023-04-21,130.0,24.7,143.1978759765625
5,2022-08-18,2023-03-17,105.0,44.647841239827656,2023-04-21,135.0,20.833632284014357,143.1978759765625
6,2022-08-18,2023-03-17,145.0,12.7,2023-04-21,140.0,16.95,143.1978759765625
7,2022-08-18,2023-03-17,150.0,9.837628592736303,2023-04-21,145.0,13.75,143.1978759765625
8,2022-08-18,2023-03-17,155.0,5.587542500984028,2023-04-21,150.0,10.8,143.1978759765625
9,2022-08-18,2023-03-17,160.0,5.175000000000001,2023-04-21,154.99999999999997,7.938229749706722,143.1978759765625
10,2022-08-18,2023-03-17,165.00000000000003,4.122385111662662,2023-04-21,160.0,6.1105750316065945,143.1978759765625
11,2022-08-18,2023-03-17,170.0,2.2896497079090494,2023-04-21,165.0,4.057656878962966,143.1978759765625
12,2022-08-18,2023-03-17,175.0,1.929201055209103,2023-04-21,170.00000000000003,3.921010346836472,143.1978759765625
13,2022-08-18,2023-03-17,180.0,1.095,2023-04-21,175.0,2.2199999999999998,143.1978759765625
14,2022-08-18,2023-03-17,185.0,0.7100000000000001,2023-04-21,180.0,1.43,143.1978759765625
15,2022-08-18,2023-03-17,190.0,0.47,2023-04-21,185.0,0.98,143.1978759765625
16,2022-08-18,2023-03-17,195.0,0.305,2023-04-21,190.0,0.7,143.1978759765625
17,2022-08-18,2023-03-17,200.0,0.245,2023-04-21,194.99999999999997,0.505,143.1978759765625
18,2022-08-18,2023-03-17,210.0,0.17,2023-04-21,200.0,0.35,143.1978759765625
19,2022-08-18,2023-03-17,220.0,0.145,2023-04-21,210.0,0.235,143.1978759765625
20,2022-08-19,2023-03-17,75.0,75.98521416832662,2023-04-21,80.0,73.935665556254,143.15963745117188
21,2022-08-19,2023-03-17,80.0,73.51120902453006,2023-04-21,85.0,69.51721279170654,143.15963745117188
22,2022-08-19,2023-03-17,85.0,69.1926829392395,2023-04-21,90.0,64.66566766054895,143.15963745117188
23,2022-08-19,2023-03-17,90.0,65.18727652599472,2023-04-21,100.0,56.3419244785374,143.15963745117188
24,2022-08-19,2023-03-17,99.99999999999999,56.56633983645631,2023-04-21,105.0,50.30119951014611,143.15963745117188
25,2022-08-19,2023-03-17,105.0,44.8093077266146,2023-04-21,135.0,20.611418591714727,143.15963745117188
26,2022-08-19,2023-03-17,145.0,12.7,2023-04-21,140.0,17.0,143.15963745117188
27,2022-08-19,2023-03-17,150.0,11.048590073305663,2023-04-21,145.0,13.725,143.15963745117188
