,t0,T1,K1,C1,T2,K2,C2,Adj_S0
18,2020-02-13,2020-03-06,150.0,0.1429461607709369,2020-04-03,150.0,0.35,121.49810028076172
19,2020-02-13,2020-03-06,152.50000000000003,0.09000000000000001,2020-04-03,152.5,0.19,121.49810028076172
20,2020-02-14,2020-03-06,110.0,26.301573306495126,2020-04-03,124.0,14.170726043305308,121.12799072265624
21,2020-02-14,2020-03-06,124.0,13.625,2020-04-03,125.0,13.716978269161705,121.12799072265624
22,2020-02-14,2020-03-06,132.0,6.325,2020-04-03,134.0,5.75,121.12799072265624
23,2020-02-14,2020-03-06,134.0,5.286305253134351,2020-04-03,135.0,4.965798425079631,121.12799072265624
24,2020-02-14,2020-03-06,136.0,3.2750000000000004,2020-04-03,136.0,4.289942315835486,121.12799072265624
25,2020-02-14,2020-03-06,137.0,2.293557723997948,2020-04-03,137.0,3.7892606493905117,121.12799072265624
26,2020-02-14,2020-03-06,138.0,2.113092566580694,2020-04-03,138.0,3.2750000000000004,121.12799072265624
27,2020-02-14,2020-03-06,139.0,1.9801947514320972,2020-04-03,139.0,2.684636718465008,121.12799072265624
28,2020-02-14,2020-03-06,140.0,1.7444542579410205,2020-04-03,140.0,2.620246827378046,121.12799072265624
29,2020-02-14,2020-03-06,141.0,0.9299999999999999,2020-04-03,141.0,1.91,121.12799072265624
30,2020-02-14,2020-03-06,142.0,0.6799999999999998,2020-04-03,142.0,1.3211787664466068,121.12799072265624
31,2020-02-14,2020-03-06,143.0,0.6628314320336824,2020-04-03,143.0,1.1423925454909911,121.12799072265624
32,2020-02-14,2020-03-06,144.0,0.3275524387589423,2020-04-03,144.0,1.0150000000000001,121.12799072265624
33,2020-02-14,2020-03-06,145.0,0.25,2020-04-03,145.0,0.9935036304563288,121.12799072265624
34,2020-02-14,2020-03-06,146.0,0.175,2020-04-03,146.0,0.64,121.12799072265624
35,2020-02-14,2020-03-06,147.0,0.1321099201376578,2020-04-03,147.0,0.51,121.12799072265624
36,2020-02-14,2020-03-06,148.0,0.11576844170659946,2020-04-03,148.0,0.405,121.12799072265624
37,2020-02-14,2020-03-06,149.0,0.09873926124362442,2020-04-03,149.0,0.31000000000000005,121.12799072265624
38,2020-02-14,2020-03-06,150.0,0.08,2020-04-03,150.0,0.25,121.12799072265624
39,2020-02-14,2020-03-06,152.5,0.055,2020-04-03,152.5,0.14,121.12799072265624
40,2020-02-18,2020-03-06,110.0,25.85552054506382,2020-04-03,125.0,11.675,119.52420806884766
41,2020-02-18,2020-03-06,115.0,20.633971894906722,2020-04-03,133.0,4.342571900337505,119.52420806884766
42,2020-02-18,2020-03-06,122.0,12.8532695439923,2020-04-03,134.0,4.3457451660754645,119.52420806884766
43,2020-02-18,2020-03-06,125.0,11.0,2020-04-03,135.0,4.0352764318026315,119.52420806884766
44,2020-02-18,2020-03-06,131.0,7.618584419224962,2020-04-03,136.0,3.9521065215631395,119.52420806884766
45,2020-02-18,2020-03-06,133.0,4.05,2020-04-03,137.0,2.8,119.52420806884766
46,2020-02-18,2020-03-06,134.0,3.0700847490970755,2020-04-03,138.0,2.335,119.52420806884766
47,2020-02-18,2020-03-06,135.0,2.3979846559840436,2020-04-03,139.0,1.8195955448472325,119.52420806884766
48,2020-02-18,2020-03-06,136.0,2.3764420005990163,2020-04-03,140.0,1.779434625715502,119.52420806884766
49,2020-02-18,2020-03-06,137.0,2.298152299694173,2020-04-03,141.0,1.1943055832674323,119.52420806884766
50,2020-02-18,2020-03-06,138.0,0.959597886406922,2020-04-03,142.0,1.005,119.52420806884766
51,2020-02-18,2020-03-06,139.0,0.9299999999999998,2020-04-03,143.0,0.7949999999999999,119.52420806884766
52,2020-02-18,2020-03-06,140.00000000000003,0.665,2020-04-03,143.99999999999997,0.5998799023265798,119.52420806884766
53,2020-02-18,2020-03-06,141.0,0.46499999999999997,2020-04-03,144.99999999999997,0.495,119.52420806884766
54,2020-02-18,2020-03-06,142.0,0.3063398731734442,2020-04-03,146.0,0.40004179978366355,119.52420806884766
55,2020-02-18,2020-03-06,143.0,0.22,2020-04-03,147.0,0.29500000000000004,119.52420806884766
56,2020-02-18,2020-03-06,144.00000000000003,0.20875317828598303,2020-04-03,148.0,0.235,119.52420806884766
57,2020-02-18,2020-03-06,145.0,0.105,2020-04-03,149.0,0.185,119.52420806884766
58,2020-02-18,2020-03-06,146.0,0.075,2020-04-03,150.0,0.15,119.52420806884766
59,2020-02-18,2020-03-06,152.5,0.03,2020-04-03,152.5,0.10500000000000001,119.52420806884766
60,2020-02-19,2020-03-06,120.0,18.075,2020-04-03,124.0,14.291491879873247,121.15438842773438
61,2020-02-19,2020-03-06,123.99999999999999,12.701339454431526,2020-04-03,125.0,13.135018074980573,121.15438842773438
62,2020-02-19,2020-03-06,128.0,9.845505631395623,2020-04-03,128.0,11.44371999953821,121.15438842773438
63,2020-02-19,2020-03-06,129.0,9.395402969309558,2020-04-03,130.0,8.936370537421345,121.15438842773438
